time	seconds	group	step	event	name	number	text
23:00:57.596	487.625	1000BS	DECIDE	step started	DECIDE	0	
23:00:57.601	487.630	1000BS	DECIDE	census before	models	0	
23:00:57.603	487.632	1000BS	DECIDE	census before	sets	0	
23:00:57.604	487.633	1000BS	DECIDE	census before	tests	0	
23:00:57.605	487.635	1000BS	DECIDE	census before	results	0	
23:00:57.607	487.636	1000BS	DECIDE	census before	views	0	
23:00:57.656	487.686	1000BS		census after	models	0	
23:00:57.658	487.687	1000BS		census after	sets	0	
23:00:57.659	487.688	1000BS		census after	tests	0	
23:00:57.660	487.690	1000BS		census after	results	0	
23:00:57.661	487.690	1000BS		census after	views	0	
23:00:57.665	487.695	1000BS		step finished	DECIDE	0.057	First run
23:00:57.677	487.707	1000BS	APPEND	step started	APPEND	0	
23:00:57.679	487.709	1000BS	APPEND	census before	models	0	
23:00:57.679	487.710	1000BS	APPEND	census before	sets	0	
23:00:57.681	487.711	1000BS	APPEND	census before	tests	0	
23:00:57.682	487.711	1000BS	APPEND	census before	results	0	
23:00:57.683	487.712	1000BS	APPEND	census before	views	0	
23:00:57.795	487.826	1000BS	APPEND	appended	APPEND	246853	C:\\00-NM\\Federation Task\\C02 + 04\\C02\\NWC\\1104-PAR-1000BS-ZZZ-AR-MOD-003001.nwc
23:00:57.837	487.867	1000BS	APPEND	appended	APPEND	246182	C:\\00-NM\\Federation Task\\C02 + 04\\C02\\NWC\\1104-PAR-1000BS-ZZZ-AR-MOD-003002.nwc
23:00:57.845	487.875	1000BS		census after	models	2	
23:00:57.846	487.876	1000BS		census after	sets	0	
23:00:57.846	487.876	1000BS		census after	tests	0	
23:00:57.847	487.877	1000BS		census after	results	0	
23:00:57.848	487.878	1000BS		census after	views	12	
23:00:57.853	487.882	1000BS		step finished	APPEND	0.168	2 of 2 appended
23:00:57.855	487.885	1000BS	NWF SAVE	step started	NWF SAVE	0	
23:00:57.857	487.887	1000BS	NWF SAVE	census before	models	2	
23:00:57.858	487.888	1000BS	NWF SAVE	census before	sets	0	
23:00:57.859	487.888	1000BS	NWF SAVE	census before	tests	0	
23:00:57.859	487.889	1000BS	NWF SAVE	census before	results	0	
23:00:57.860	487.890	1000BS	NWF SAVE	census before	views	12	
23:00:58.010	488.039	1000BS	NWF SAVE	written	NWF	4060	C:\\Users\\bader\\AppData\\Local\\Temp\\claude\\round-viewpoints\\NWF\\1104-PAR-1000BS-ZZZ-BM-MOD-000001.nwf
23:00:58.012	488.042	1000BS		census after	models	2	
23:00:58.013	488.043	1000BS		census after	sets	0	
23:00:58.014	488.043	1000BS		census after	tests	0	
23:00:58.015	488.044	1000BS		census after	results	0	
23:00:58.015	488.045	1000BS		census after	views	12	
23:00:58.017	488.047	1000BS		step finished	NWF SAVE	0.157	saved 4060 bytes
23:00:58.021	488.051	1000BS	UNITS	step started	UNITS	0	
23:00:58.023	488.053	1000BS	UNITS	census before	models	2	
23:00:58.024	488.054	1000BS	UNITS	census before	sets	0	
23:00:58.025	488.055	1000BS	UNITS	census before	tests	0	
23:00:58.026	488.055	1000BS	UNITS	census before	results	0	
23:00:58.026	488.056	1000BS	UNITS	census before	views	12	
23:00:58.081	488.111	1000BS		census after	models	2	
23:00:58.082	488.112	1000BS		census after	sets	0	
23:00:58.082	488.112	1000BS		census after	tests	0	
23:00:58.083	488.113	1000BS		census after	results	0	
23:00:58.083	488.114	1000BS		census after	views	12	
23:00:58.088	488.118	1000BS		step finished	UNITS	0.06	the document was asked for Meters
23:00:58.093	488.123	1000BS	SETS	step started	SETS	0	
23:00:58.095	488.125	1000BS	SETS	census before	models	2	
23:00:58.096	488.125	1000BS	SETS	census before	sets	0	
23:00:58.096	488.126	1000BS	SETS	census before	tests	0	
23:00:58.097	488.127	1000BS	SETS	census before	results	0	
23:00:58.098	488.127	1000BS	SETS	census before	views	12	
23:00:58.331	488.361	1000BS		census after	models	2	
23:00:58.331	488.361	1000BS		census after	sets	61	
23:00:58.331	488.362	1000BS		census after	tests	0	
23:00:58.332	488.362	1000BS		census after	results	0	
23:00:58.333	488.363	1000BS		census after	views	12	
23:00:58.335	488.365	1000BS		step finished	SETS	0.238	61 created, 0 already there, 7 finding items, 54 at zero.
23:00:58.443	488.473	1000BS	TESTS CREATE	step started	TESTS CREATE	0	
23:00:58.446	488.476	1000BS	TESTS CREATE	census before	models	2	
23:00:58.447	488.477	1000BS	TESTS CREATE	census before	sets	61	
23:00:58.448	488.478	1000BS	TESTS CREATE	census before	tests	0	
23:00:58.448	488.479	1000BS	TESTS CREATE	census before	results	0	
23:00:58.449	488.479	1000BS	TESTS CREATE	census before	views	12	
23:00:58.473	488.503	1000BS	TESTS CREATE	test created	BLD-AR-Walls-vs-BLD-AR-Ceilings	0.082	hard_conservative, 25 mm chosen in the tool is 0.082020997375 ft
23:00:58.494	488.524	1000BS		census after	models	2	
23:00:58.495	488.524	1000BS		census after	sets	61	
23:00:58.495	488.525	1000BS		census after	tests	1	
23:00:58.496	488.526	1000BS		census after	results	0	
23:00:58.497	488.527	1000BS		census after	views	12	
23:00:58.500	488.529	1000BS		step finished	TESTS CREATE	0.05	BLD-AR-Walls-vs-BLD-AR-Ceilings
23:00:58.556	488.586	1000BS	TESTS CREATE	test created	BLD-AR-Curtain Panels-vs-BLD-AR-Ceilings	0.082	hard_conservative, 25 mm chosen in the tool is 0.082020997375 ft
23:00:58.652	488.681	1000BS	TESTS CREATE	test created	BLD-AR-Curtain Panels-vs-BLD-AR-Walls	0.082	hard_conservative, 25 mm chosen in the tool is 0.082020997375 ft
23:00:58.698	488.727	1000BS	TESTS CREATE	test created	BLD-AR-Curtain Mullions-vs-BLD-AR-Ceilings	0.082	hard_conservative, 25 mm chosen in the tool is 0.082020997375 ft
